,subject,trial,temperature,likert_score,evaluation_prompt,sentence,dataset
5502,10,658,1,2,7,Lazy people usually don’t succeed in life.,4
5503,10,659,1,2,7,A balanced diet is important for maintaining good health.,4
5504,10,660,1,2,7,Human cultures often differ from each other quite a bit.,4
5505,10,661,1,2,7,People often have very bizarre dreams.,4
5506,10,662,1,2,7,Higher rates of unemployment typically follow economic downturns.,4
5507,10,663,1,1,7,Some things have very distinct smells.,4
5508,10,664,1,1,7,Some people have poor taste in clothing.,4
5509,10,665,1,1,7,Children sometimes look a lot like their parents.,4
5510,10,666,1,4,7,"Your teacher can open the door, but you must enter by yourself.",3
5511,10,667,1,4,7,The creative adult is the child who survived. ,3
5512,10,668,1,4,7,"A river cuts through a rock, not because of its power but its persistence.",3
5513,10,669,1,4,7,All endings are also beginnings. We just don't know it at the time.,3
5514,10,670,1,4,7,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5515,10,671,1,4,7,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5516,10,672,1,4,7,A wet person does not fear the rain.,3
5517,10,673,1,4,7,Forgiveness means letting go of the hope for a better past.,3
5518,10,674,1,5,7,Only those who will risk going too far can possibly find out how far one can go.,3
5519,10,675,1,4,7,I wonder how many people I’ve looked at all my life and never seen.,3
5520,10,676,1,2,8,Orderliness compliments the doorway to genes.,1
5521,10,677,1,4,8,A single particle is rooted in boundless molecules.,1
5522,10,678,1,2,8,Interdependence fears intricate observations.,1
5523,10,679,1,2,8,Your body belongs to the progressive expansion of success.,1
5524,10,680,1,3,8,Non-judgment is mirrored in karmic love.,1
5525,10,681,1,3,8,Our consciousness shapes the barrier of positivity.,1
5526,10,682,1,3,8,The ego imparts reality to the flow of photons.,1
5527,10,683,1,4,8,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5528,10,684,1,4,8,"Rebirth is the nature of transformation, and of us.",1
5529,10,685,1,3,8,"Today, science tells us that the essence of nature is empathy.",1
5530,10,686,1,3,8,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5531,10,687,1,4,8,Ecstasy is the driver of power.,1
5532,10,688,1,3,8,The grid is buzzing with superpositions of possibilities.,1
5533,10,689,1,3,8,The biosphere is beaming with electromagnetic forces.,1
5534,10,690,1,2,8,You and I are adventurers of the nexus.,1
5535,10,691,1,3,8,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5536,10,692,1,4,8,To navigate the quest is to become one with it.,1
5537,10,693,1,4,8,This life is nothing short of an invocation explosion of sentient will.,1
5538,10,694,1,3,8,Interconnectedness requires exploration.,1
5539,10,695,1,3,8,"By unfolding, we self-actualize.",1
5540,10,696,1,4,8,The cosmos is aglow with sub-atomic particles.,1
5541,10,697,1,4,8,You and I are spiritual brothers and sisters of the universe.,1
5542,10,698,1,2,8,Newborn babies require constant attention.,4
5543,10,699,1,2,8,Most people enjoy some sort of music.,4
5544,10,700,1,2,8,Lazy people usually don’t succeed in life.,4
5545,10,701,1,2,8,A balanced diet is important for maintaining good health.,4
5546,10,702,1,2,8,Human cultures often differ from each other quite a bit.,4
5547,10,703,1,2,8,People often have very bizarre dreams.,4
5548,10,704,1,2,8,Higher rates of unemployment typically follow economic downturns.,4
5549,10,705,1,1,8,Some things have very distinct smells.,4
5550,10,706,1,1,8,Some people have poor taste in clothing.,4
5551,10,707,1,1,8,Children sometimes look a lot like their parents.,4
5552,10,708,1,4,8,"Your teacher can open the door, but you must enter by yourself.",3
5553,10,709,1,4,8,The creative adult is the child who survived. ,3
5554,10,710,1,4,8,"A river cuts through a rock, not because of its power but its persistence.",3
5555,10,711,1,4,8,All endings are also beginnings. We just don't know it at the time.,3
5556,10,712,1,4,8,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5557,10,713,1,4,8,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5558,10,714,1,4,8,A wet person does not fear the rain.,3
5559,10,715,1,4,8,Forgiveness means letting go of the hope for a better past.,3
5560,10,716,1,4,8,Only those who will risk going too far can possibly find out how far one can go.,3
5561,10,717,1,4,8,I wonder how many people I’ve looked at all my life and never seen.,3
5562,10,718,1,2,9,Orderliness compliments the doorway to genes.,1
5563,10,719,1,4,9,A single particle is rooted in boundless molecules.,1
5564,10,720,1,2,9,Interdependence fears intricate observations.,1
5565,10,721,1,2,9,Your body belongs to the progressive expansion of success.,1
5566,10,722,1,4,9,Your desire is the foundation of spiritual brightness.,1
5567,10,723,1,4,9,Death comprehends great energy.,1
5568,10,724,1,2,9,The Higgs boson influences immortal choices.,1
5569,10,725,1,2,9,Qualia heals irrational creativity.,1
5570,10,726,1,4,9,Eternal stillness explains cosmic boundaries.,1
5571,10,727,1,4,9,Imagination is entangled in your own joy.,1
5572,10,728,1,2,9,Orderliness compliments the doorway to genes.,1
5573,10,729,1,4,9,A single particle is rooted in boundless molecules.,1
5574,10,730,1,2,9,Interdependence fears intricate observations.,1
5575,10,731,1,3,9,Your body belongs to the progressive expansion of success.,1
5576,10,732,1,4,9,Non-judgment is mirrored in karmic love.,1
5577,10,733,1,4,9,Our consciousness shapes the barrier of positivity.,1
5578,10,734,1,3,9,The ego imparts reality to the flow of photons.,1
5579,10,735,1,4,9,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5580,10,736,1,4,9,"Rebirth is the nature of transformation, and of us.",1
5581,10,737,1,4,9,"Today, science tells us that the essence of nature is empathy.",1
5582,10,738,1,4,9,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5583,10,739,1,4,9,Ecstasy is the driver of power.,1
5584,10,740,1,4,9,The grid is buzzing with superpositions of possibilities.,1
5585,10,741,1,4,9,The biosphere is beaming with electromagnetic forces.,1
5586,10,742,1,4,9,You and I are adventurers of the nexus.,1
5587,10,743,1,3,9,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5588,10,744,1,4,9,To navigate the quest is to become one with it.,1
5589,10,745,1,4,9,This life is nothing short of an invocation explosion of sentient will.,1
5590,10,746,1,4,9,Interconnectedness requires exploration.,1
5591,10,747,1,4,9,"By unfolding, we self-actualize.",1
5592,10,748,1,4,9,The cosmos is aglow with sub-atomic particles.,1
5593,10,749,1,4,9,You and I are spiritual brothers and sisters of the universe.,1
5594,10,750,1,2,9,Newborn babies require constant attention.,4
5595,10,751,1,2,9,Most people enjoy some sort of music.,4
5596,10,752,1,3,9,Lazy people usually don’t succeed in life.,4
5597,10,753,1,3,9,A balanced diet is important for maintaining good health.,4
5598,10,754,1,3,9,Human cultures often differ from each other quite a bit.,4
5599,10,755,1,2,9,People often have very bizarre dreams.,4
5600,10,756,1,2,9,Higher rates of unemployment typically follow economic downturns.,4
5601,10,757,1,2,9,Some things have very distinct smells.,4
5602,10,758,1,2,9,Some people have poor taste in clothing.,4
5603,10,759,1,2,9,Children sometimes look a lot like their parents.,4
5604,10,760,1,4,9,"Your teacher can open the door, but you must enter by yourself.",3
5605,10,761,1,5,9,The creative adult is the child who survived. ,3
5606,10,762,1,4,9,"A river cuts through a rock, not because of its power but its persistence.",3
5607,10,763,1,4,9,All endings are also beginnings. We just don't know it at the time.,3
5608,10,764,1,4,9,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5609,10,765,1,4,9,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5610,10,766,1,4,9,A wet person does not fear the rain.,3
5611,10,767,1,4,9,Forgiveness means letting go of the hope for a better past.,3
5612,10,768,1,5,9,Only those who will risk going too far can possibly find out how far one can go.,3
5613,10,769,1,4,9,I wonder how many people I’ve looked at all my life and never seen.,3
5614,10,770,1,4,10,Your desire is the foundation of spiritual brightness.,1
5615,10,771,1,4,10,Death comprehends great energy.,1
5616,10,772,1,2,10,The Higgs boson influences immortal choices.,1
5617,10,773,1,3,10,Qualia heals irrational creativity.,1
5618,10,774,1,4,10,Eternal stillness explains cosmic boundaries.,1
5619,10,775,1,4,10,Imagination is entangled in your own joy.,1
5620,10,776,1,2,10,Orderliness compliments the doorway to genes.,1
5621,10,777,1,3,10,A single particle is rooted in boundless molecules.,1
5622,10,778,1,2,10,Interdependence fears intricate observations.,1
5623,10,779,1,2,10,Your body belongs to the progressive expansion of success.,1
5624,10,780,1,3,10,Non-judgment is mirrored in karmic love.,1
5625,10,781,1,4,10,Our consciousness shapes the barrier of positivity.,1
5626,10,782,1,3,10,The ego imparts reality to the flow of photons.,1
5627,10,783,1,4,10,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5628,10,784,1,4,10,"Rebirth is the nature of transformation, and of us.",1
5629,10,785,1,4,10,"Today, science tells us that the essence of nature is empathy.",1
5630,10,786,1,4,10,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5631,10,787,1,4,10,Ecstasy is the driver of power.,1
5632,10,788,1,3,10,The grid is buzzing with superpositions of possibilities.,1
5633,10,789,1,4,10,The biosphere is beaming with electromagnetic forces.,1
5634,10,790,1,4,10,You and I are adventurers of the nexus.,1
5635,10,791,1,3,10,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5636,10,792,1,4,10,To navigate the quest is to become one with it.,1
5637,10,793,1,4,10,This life is nothing short of an invocation explosion of sentient will.,1
5638,10,794,1,4,10,Interconnectedness requires exploration.,1
5639,10,795,1,4,10,"By unfolding, we self-actualize.",1
5640,10,796,1,4,10,The cosmos is aglow with sub-atomic particles.,1
5641,10,797,1,4,10,You and I are spiritual brothers and sisters of the universe.,1
5642,10,798,1,2,10,Newborn babies require constant attention.,4
5643,10,799,1,2,10,Most people enjoy some sort of music.,4
5644,10,800,1,3,10,Lazy people usually don’t succeed in life.,4
5645,10,801,1,2,10,A balanced diet is important for maintaining good health.,4
5646,10,802,1,2,10,Human cultures often differ from each other quite a bit.,4
5647,10,803,1,2,10,People often have very bizarre dreams.,4
5648,10,804,1,2,10,Higher rates of unemployment typically follow economic downturns.,4
5649,10,805,1,1,10,Some things have very distinct smells.,4
5650,10,806,1,1,10,Some people have poor taste in clothing.,4
5651,10,807,1,1,10,Children sometimes look a lot like their parents.,4
5652,10,808,1,4,10,"Your teacher can open the door, but you must enter by yourself.",3
5653,10,809,1,4,10,The creative adult is the child who survived. ,3
5654,10,810,1,4,10,"A river cuts through a rock, not because of its power but its persistence.",3
5655,10,811,1,4,10,All endings are also beginnings. We just don't know it at the time.,3
5656,10,812,1,4,10,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5657,10,813,1,4,10,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5658,10,814,1,4,10,A wet person does not fear the rain.,3
5659,10,815,1,4,10,Forgiveness means letting go of the hope for a better past.,3
5660,10,816,1,4,10,Only those who will risk going too far can possibly find out how far one can go.,3
5661,10,817,1,4,10,I wonder how many people I’ve looked at all my life and never seen.,3
5662,11,0,0,4,1,Your desire is the foundation of spiritual brightness.,1
5663,11,1,0,4,1,Death comprehends great energy.,1
5664,11,2,0,2,1,The Higgs boson influences immortal choices.,1
5665,11,3,0,3,1,Qualia heals irrational creativity.,1
5666,11,4,0,4,1,Eternal stillness explains cosmic boundaries.,1
5667,11,5,0,4,1,Imagination is entangled in your own joy.,1
5668,11,6,0,2,1,Orderliness compliments the doorway to genes.,1
5669,11,7,0,4,1,A single particle is rooted in boundless molecules.,1
5670,11,8,0,2,1,Interdependence fears intricate observations.,1
5671,11,9,0,2,1,Your body belongs to the progressive expansion of success.,1
5672,11,10,0,3,1,Non-judgment is mirrored in karmic love.,1
5673,11,11,0,3,1,Our consciousness shapes the barrier of positivity.,1
5674,11,12,0,3,1,The ego imparts reality to the flow of photons.,1
5675,11,13,0,4,1,Consciousness consists of psionic wave oscillations of quantum energy. ,1
